landmark_index,landmark,naive_rows,strict_rows,preentry_rows,preentry_fraction,naive_minus_strict_mean_x,preentry_vs_strict_p,riskset_shift_detected,diagnostic_cell_id,phase,regime,replicate,seed,gamma,theta,delta,entry_sd,entry_x_correlation,entry_x_p,entry_x_detected,entry_u_correlation_oracle,structural_difference_detected,any_riskset_shift_detected,combined_observed_diagnostic
3,58,506,448,58,0.114624505928854,0.0073025930082003,0.628399832521688,0,15,frailty,C,655,1600006655,0,0,-2,10,-0.049447812105368,0.176134558309749,0,-0.231914016846042,1,0,0
1,50,615,408,207,0.336585365853659,-0.00255180641120517,0.926567474986966,0,15,frailty,C,656,1600006656,0,0,-2,10,-0.00676418887606776,0.853277603691504,0,-0.179917739266651,1,0,0
2,54,560,443,117,0.208928571428571,0.0138497799184608,0.490633354407768,0,15,frailty,C,656,1600006656,0,0,-2,10,-0.00676418887606776,0.853277603691504,0,-0.179917739266651,1,0,0
3,58,491,433,58,0.118126272912424,0.0217858262619349,0.163123443490227,0,15,frailty,C,656,1600006656,0,0,-2,10,-0.00676418887606776,0.853277603691504,0,-0.179917739266651,1,0,0
1,50,624,418,206,0.330128205128205,0.0189248157534758,0.463617822180636,0,15,frailty,C,657,1600006657,0,0,-2,10,-0.0470847860508683,0.197734256017497,0,-0.205870896831852,1,0,0
2,54,583,461,122,0.20926243567753,0.0196381740489277,0.320582091457323,0,15,frailty,C,657,1600006657,0,0,-2,10,-0.0470847860508683,0.197734256017497,0,-0.205870896831852,1,0,0
3,58,535,476,59,0.110280373831776,0.00882253023236862,0.529807151580309,0,15,frailty,C,657,1600006657,0,0,-2,10,-0.0470847860508683,0.197734256017497,0,-0.205870896831852,1,0,0
1,50,626,415,211,0.337060702875399,-0.0351540127648904,0.222606550461308,0,15,frailty,C,658,1600006658,0,0,-2,10,-0.0801830119762691,0.0281079844501041,1,-0.151332921924939,1,0,1
2,54,583,458,125,0.214408233276158,0.0159429017356228,0.471158536360323,0,15,frailty,C,658,1600006658,0,0,-2,10,-0.0801830119762691,0.0281079844501041,1,-0.151332921924939,1,0,1
3,58,523,463,60,0.11472275334608,0.00734041951616193,0.625035479097678,0,15,frailty,C,658,1600006658,0,0,-2,10,-0.0801830119762691,0.0281079844501041,1,-0.151332921924939,1,0,1
1,50,626,430,196,0.313099041533546,-0.00417820799686614,0.864598666933619,0,15,frailty,C,659,1600006659,0,0,-2,10,-0.0231929614937554,0.525955987589608,0,-0.197079995005169,1,0,0
2,54,572,459,113,0.197552447552448,0.0160384726222131,0.377505628406182,0,15,frailty,C,659,1600006659,0,0,-2,10,-0.0231929614937554,0.525955987589608,0,-0.197079995005169,1,0,0
3,58,518,458,60,0.115830115830116,0.00365038255575315,0.784297759439703,0,15,frailty,C,659,1600006659,0,0,-2,10,-0.0231929614937554,0.525955987589608,0,-0.197079995005169,1,0,0
1,50,616,410,206,0.334415584415584,0.0101382246726002,0.707062162065293,0,15,frailty,C,660,1600006660,0,0,-2,10,-0.0427936760990085,0.24178590780886,0,-0.12840464237247,1,0,0
2,54,569,461,108,0.189806678383128,-0.00326049943249104,0.864975175338349,0,15,frailty,C,660,1600006660,0,0,-2,10,-0.0427936760990085,0.24178590780886,0,-0.12840464237247,1,0,0
3,58,513,458,55,0.107212475633528,-0.0161675229662973,0.301317099408137,0,15,frailty,C,660,1600006660,0,0,-2,10,-0.0427936760990085,0.24178590780886,0,-0.12840464237247,1,0,0
1,50,620,426,194,0.312903225806452,-0.00367725688139095,0.888853016236364,0,15,frailty,C,661,1600006661,0,0,-2,10,-0.0532178855285434,0.145383554856194,0,-0.156511145611399,1,0,0
2,54,571,472,99,0.17338003502627,-0.0153002906288397,0.416104331103052,0,15,frailty,C,661,1600006661,0,0,-2,10,-0.0532178855285434,0.145383554856194,0,-0.156511145611399,1,0,0
3,58,528,481,47,0.0890151515151515,-0.0113404639327638,0.387653953348687,0,15,frailty,C,661,1600006661,0,0,-2,10,-0.0532178855285434,0.145383554856194,0,-0.156511145611399,1,0,0
1,50,637,439,198,0.310832025117739,-0.00399215094089891,0.878304005368125,0,15,frailty,C,662,1600006662,0,0,-2,10,-0.0490931220741942,0.17925970203469,0,-0.175414338330632,1,0,0
2,54,598,486,112,0.187290969899666,-0.0142415461758383,0.450895138884256,0,15,frailty,C,662,1600006662,0,0,-2,10,-0.0490931220741942,0.17925970203469,0,-0.175414338330632,1,0,0
3,58,548,485,63,0.114963503649635,-0.0269495131063006,0.0656000084439922,0,15,frailty,C,662,1600006662,0,0,-2,10,-0.0490931220741942,0.17925970203469,0,-0.175414338330632,1,0,0
1,50,623,437,186,0.298555377207063,0.000792370381579172,0.974012224205889,0,15,frailty,C,663,1600006663,0,0,-2,10,-0.0790776858417032,0.0303562042482948,1,-0.276358475634153,1,0,1
2,54,587,482,105,0.178875638841567,0.0101572636676682,0.570252912805332,0,15,frailty,C,663,1600006663,0,0,-2,10,-0.0790776858417032,0.0303562042482948,1,-0.276358475634153,1,0,1
3,58,518,470,48,0.0926640926640927,0.00245612931222089,0.844621188733192,0,15,frailty,C,663,1600006663,0,0,-2,10,-0.0790776858417032,0.0303562042482948,1,-0.276358475634153,1,0,1
1,50,625,394,231,0.3696,-0.0141282519814367,0.600594258321853,0,15,frailty,C,664,1600006664,0,0,-2,10,-0.0136397430259182,0.70919752837936,0,-0.190501421991376,1,0,0
2,54,560,425,135,0.241071428571429,-0.0238802011319182,0.254419780046346,0,15,frailty,C,664,1600006664,0,0,-2,10,-0.0136397430259182,0.70919752837936,0,-0.190501421991376,1,0,0
3,58,516,443,73,0.141472868217054,-0.0256061448286133,0.0971172539987255,0,15,frailty,C,664,1600006664,0,0,-2,10,-0.0136397430259182,0.70919752837936,0,-0.190501421991376,1,0,0
1,50,625,430,195,0.312,-0.00182732450517986,0.944312544559098,0,15,frailty,C,665,1600006665,0,0,-2,10,0.00308624538242907,0.932754676908844,0,-0.141818099217966,1,0,0
2,54,572,452,120,0.20979020979021,0.00617283317812828,0.763213227550295,0,15,frailty,C,665,1600006665,0,0,-2,10,0.00308624538242907,0.932754676908844,0,-0.141818099217966,1,0,0
3,58,527,466,61,0.115749525616698,0.00754812873348876,0.657544178515436,0,15,frailty,C,665,1600006665,0,0,-2,10,0.00308624538242907,0.932754676908844,0,-0.141818099217966,1,0,0
1,50,648,421,227,0.350308641975309,-0.0302639774099723,0.2711660582853,0,15,frailty,C,666,1600006666,0,0,-2,10,-0.0815424052058589,0.0255406537330267,1,-0.196635994631656,1,0,1
2,54,609,464,145,0.238095238095238,-0.0374944977323098,0.0739118750253136,0,15,frailty,C,666,1600006666,0,0,-2,10,-0.0815424052058589,0.0255406537330267,1,-0.196635994631656,1,0,1
3,58,548,474,74,0.135036496350365,-0.0177925236903438,0.227202507322739,0,15,frailty,C,666,1600006666,0,0,-2,10,-0.0815424052058589,0.0255406537330267,1,-0.196635994631656,1,0,1
1,50,615,410,205,0.333333333333333,0.028454336400825,0.306966666034296,0,15,frailty,C,667,1600006667,0,0,-2,10,0.0221066406720391,0.545524987733336,0,-0.188395217391839,1,0,0
2,54,562,451,111,0.197508896797153,0.0219846541983481,0.272863697719736,0,15,frailty,C,667,1600006667,0,0,-2,10,0.0221066406720391,0.545524987733336,0,-0.188395217391839,1,0,0
3,58,513,451,62,0.120857699805068,0.0122029563393825,0.421879473359257,0,15,frailty,C,667,1600006667,0,0,-2,10,0.0221066406720391,0.545524987733336,0,-0.188395217391839,1,0,0
1,50,624,409,215,0.344551282051282,-0.0154579502296872,0.569300407337119,0,15,frailty,C,668,1600006668,0,0,-2,10,-0.114423840816822,0.00169691253811954,1,-0.116759429456833,1,0,1
2,54,567,453,114,0.201058201058201,-0.0181501086842398,0.327221658524362,0,15,frailty,C,668,1600006668,0,0,-2,10,-0.114423840816822,0.00169691253811954,1,-0.116759429456833,1,0,1
3,58,517,462,55,0.106382978723404,-0.017446438171082,0.200212721625644,0,15,frailty,C,668,1600006668,0,0,-2,10,-0.114423840816822,0.00169691253811954,1,-0.116759429456833,1,0,1
1,50,628,403,225,0.35828025477707,-0.0171151449836082,0.548033694959526,0,15,frailty,C,669,1600006669,0,0,-2,10,-0.0665378202976584,0.0685776049365671,0,-0.102666107271662,1,0,0
2,54,569,421,148,0.260105448154657,-0.00074817940415689,0.974834550452432,0,15,frailty,C,669,1600006669,0,0,-2,10,-0.0665378202976584,0.0685776049365671,0,-0.102666107271662,1,0,0
3,58,512,438,74,0.14453125,-0.0166102630514025,0.320142706002548,0,15,frailty,C,669,1600006669,0,0,-2,10,-0.0665378202976584,0.0685776049365671,0,-0.102666107271662,1,0,0
1,50,613,412,201,0.3278955954323,-0.0192207369534131,0.463661843247611,0,15,frailty,C,670,1600006670,0,0,-2,10,-0.0363380874314489,0.320306672199874,0,-0.153186490271437,1,0,0
2,54,559,442,117,0.209302325581395,-0.0322932842564552,0.117719048736687,0,15,frailty,C,670,1600006670,0,0,-2,10,-0.0363380874314489,0.320306672199874,0,-0.153186490271437,1,0,0
3,58,525,466,59,0.112380952380952,-0.0279796892886675,0.0596341625581296,0,15,frailty,C,670,1600006670,0,0,-2,10,-0.0363380874314489,0.320306672199874,0,-0.153186490271437,1,0,0
1,50,608,392,216,0.355263157894737,0.0122341186436336,0.66850305923331,0,15,frailty,C,671,1600006671,0,0,-2,10,0.00537875078455905,0.883085824704187,0,-0.169506938213351,1,0,0
2,54,555,449,106,0.190990990990991,0.00724999701278184,0.713296081073586,0,15,frailty,C,671,1600006671,0,0,-2,10,0.00537875078455905,0.883085824704187,0,-0.169506938213351,1,0,0
3,58,492,441,51,0.103658536585366,0.00496700980177599,0.737384707089551,0,15,frailty,C,671,1600006671,0,0,-2,10,0.00537875078455905,0.883085824704187,0,-0.169506938213351,1,0,0
1,50,619,402,217,0.350565428109855,5.99768692700342e-05,0.998405131539211,0,15,frailty,C,672,1600006672,0,0,-2,10,-0.0486878692043626,0.182880498326129,0,-0.122398689654114,1,0,0
2,54,576,445,131,0.227430555555556,-0.0100451229972406,0.665159133790464,0,15,frailty,C,672,1600006672,0,0,-2,10,-0.0486878692043626,0.182880498326129,0,-0.122398689654114,1,0,0
3,58,537,480,57,0.106145251396648,-0.0118226325333431,0.478408995279397,0,15,frailty,C,672,1600006672,0,0,-2,10,-0.0486878692043626,0.182880498326129,0,-0.122398689654114,1,0,0
1,50,609,402,207,0.339901477832512,-0.0685649695396387,0.0168005362464796,0,15,frailty,C,673,1600006673,0,0,-2,10,-0.120606379297057,0.000934559582966832,1,-0.213233788618043,1,1,1
2,54,557,441,116,0.208258527827648,-0.0624685317902395,0.00279639507567684,1,15,frailty,C,673,1600006673,0,0,-2,10,-0.120606379297057,0.000934559582966832,1,-0.213233788618043,1,1,1
3,58,506,437,69,0.136363636363636,-0.0520794544237246,0.00281120571676849,1,15,frailty,C,673,1600006673,0,0,-2,10,-0.120606379297057,0.000934559582966832,1,-0.213233788618043,1,1,1
1,50,628,406,222,0.353503184713376,0.0308016978947333,0.274367467097341,0,15,frailty,C,674,1600006674,0,0,-2,10,0.0273857430967576,0.453930152149218,0,-0.185865053351048,1,1,1
2,54,572,445,127,0.222027972027972,0.0352475716784742,0.0927502847122209,0,15,frailty,C,674,1600006674,0,0,-2,10,0.0273857430967576,0.453930152149218,0,-0.185865053351048,1,1,1
3,58,518,452,66,0.127413127413127,0.0403441643965105,0.00773367502598888,1,15,frailty,C,674,1600006674,0,0,-2,10,0.0273857430967576,0.453930152149218,0,-0.185865053351048,1,1,1
1,50,603,397,206,0.341625207296849,-0.019108882883752,0.472533165208778,0,15,frailty,C,675,1600006675,0,0,-2,10,-0.0477712587204246,0.191269151045021,0,-0.188230664072478,1,0,0
2,54,559,441,118,0.211091234347048,-0.0152202298847812,0.444331371868308,0,15,frailty,C,675,1600006675,0,0,-2,10,-0.0477712587204246,0.191269151045021,0,-0.188230664072478,1,0,0
3,58,516,459,57,0.11046511627907,-0.0194885694906473,0.146456981948834,0,15,frailty,C,675,1600006675,0,0,-2,10,-0.0477712587204246,0.191269151045021,0,-0.188230664072478,1,0,0
1,50,626,410,216,0.345047923322684,0.0679472282997062,0.0139517347808559,1,15,frailty,C,676,1600006676,0,0,-2,10,0.0526165200600655,0.149992894966838,0,-0.164771107790195,1,1,1
2,54,574,443,131,0.228222996515679,0.0405261765787499,0.0628417640029427,0,15,frailty,C,676,1600006676,0,0,-2,10,0.0526165200600655,0.149992894966838,0,-0.164771107790195,1,1,1
3,58,531,466,65,0.12241054613936,-0.00112320574934946,0.943556472942714,0,15,frailty,C,676,1600006676,0,0,-2,10,0.0526165200600655,0.149992894966838,0,-0.164771107790195,1,1,1
1,50,621,398,223,0.359098228663446,-0.0622430890010266,0.0292505343507774,0,15,frailty,C,677,1600006677,0,0,-2,10,-0.0770633642410275,0.034850981706568,1,-0.185560018273345,1,0,1
2,54,564,434,130,0.230496453900709,-0.0389630133920058,0.0761345365680857,0,15,frailty,C,677,1600006677,0,0,-2,10,-0.0770633642410275,0.034850981706568,1,-0.185560018273345,1,0,1
3,58,512,447,65,0.126953125,-0.0365428608990337,0.0238493572428897,0,15,frailty,C,677,1600006677,0,0,-2,10,-0.0770633642410275,0.034850981706568,1,-0.185560018273345,1,0,1
1,50,612,427,185,0.302287581699346,-0.0174536272870974,0.488194563923436,0,15,frailty,C,678,1600006678,0,0,-2,10,-0.0609316877535038,0.0954251090667883,0,-0.134777515368628,1,0,0
2,54,569,454,115,0.202108963093146,0.00297034022255382,0.878563077348179,0,15,frailty,C,678,1600006678,0,0,-2,10,-0.0609316877535038,0.0954251090667883,0,-0.134777515368628,1,0,0
3,58,534,465,69,0.129213483146067,-0.00196444251807781,0.903380794680295,0,15,frailty,C,678,1600006678,0,0,-2,10,-0.0609316877535038,0.0954251090667883,0,-0.134777515368628,1,0,0
1,50,639,448,191,0.298904538341158,0.00755104253677388,0.76959190668305,0,15,frailty,C,679,1600006679,0,0,-2,10,-0.00738672099191413,0.839948756652021,0,-0.178550532848241,1,0,0
